time,id,x,y,vx,vy,mass,radius,alive
14.46,4,175.115,88.7637,-6.67257,21.9115,0.9,5.5,1
14.48,1,368.44,162.24,-18,36,1,6,1
14.48,2,221.136,20.6786,7.72727,-11.4545,2.2,9.21954,1
14.48,3,98.7274,93.0136,-17.4486,-10.5081,1.5,8,1
14.48,4,174.982,89.2019,-6.67257,21.9115,0.9,5.5,1
14.5,1,368.08,162.96,-18,36,1,6,1
14.5,2,221.291,20.4495,7.72727,-11.4545,2.2,9.21954,1
14.5,3,98.3784,92.8035,-17.4486,-10.5081,1.5,8,1
14.5,4,174.848,89.6402,-6.67257,21.9115,0.9,5.5,1
14.52,1,367.72,163.68,-18,36,1,6,1
14.52,2,221.445,20.2205,7.72727,-11.4545,2.2,9.21954,1
14.52,3,98.0294,92.5933,-17.4486,-10.5081,1.5,8,1
14.52,4,174.715,90.0784,-6.67257,21.9115,0.9,5.5,1
14.54,1,367.36,164.4,-18,36,1,6,1
14.54,2,221.6,19.9914,7.72727,-11.4545,2.2,9.21954,1
14.54,3,97.6804,92.3831,-17.4486,-10.5081,1.5,8,1
14.54,4,174.581,90.5166,-6.67257,21.9115,0.9,5.5,1
14.56,1,367,165.12,-18,36,1,6,1
14.56,2,221.755,19.7623,7.72727,-11.4545,2.2,9.21954,1
14.56,3,97.3315,92.173,-17.4486,-10.5081,1.5,8,1
14.56,4,174.448,90.9549,-6.67257,21.9115,0.9,5.5,1
14.58,1,366.64,165.84,-18,36,1,6,1
14.58,2,221.909,19.5332,7.72727,-11.4545,2.2,9.21954,1
14.58,3,96.9825,91.9628,-17.4486,-10.5081,1.5,8,1
14.58,4,174.315,91.3931,-6.67257,21.9115,0.9,5.5,1
14.6,1,366.28,166.56,-18,36,1,6,1
14.6,2,222.064,19.3041,7.72727,-11.4545,2.2,9.21954,1
14.6,3,96.6335,91.7526,-17.4486,-10.5081,1.5,8,1
14.6,4,174.181,91.8313,-6.67257,21.9115,0.9,5.5,1
14.62,1,365.92,167.28,-18,36,1,6,1
14.62,2,222.218,19.075,7.72727,-11.4545,2.2,9.21954,1
14.62,3,96.2845,91.5425,-17.4486,-10.5081,1.5,8,1
14.62,4,174.048,92.2696,-6.67257,21.9115,0.9,5.5,1
14.64,1,365.56,168,-18,36,1,6,1
14.64,2,222.373,18.8459,7.72727,-11.4545,2.2,9.21954,1
14.64,3,95.9356,91.3323,-17.4486,-10.5081,1.5,8,1
14.64,4,173.914,92.7078,-6.67257,21.9115,0.9,5.5,1
14.66,1,365.2,168.72,-18,36,1,6,1
14.66,2,222.527,18.6168,7.72727,-11.4545,2.2,9.21954,1
14.66,3,95.5866,91.1222,-17.4486,-10.5081,1.5,8,1
14.66,4,173.781,93.146,-6.67257,21.9115,0.9,5.5,1
14.68,1,364.84,169.44,-18,36,1,6,1
14.68,2,222.682,18.3877,7.72727,-11.4545,2.2,9.21954,1
14.68,3,95.2376,90.912,-17.4486,-10.5081,1.5,8,1
14.68,4,173.647,93.5842,-6.67257,21.9115,0.9,5.5,1
14.7,1,364.48,170.16,-18,36,1,6,1
14.7,2,222.836,18.1586,7.72727,-11.4545,2.2,9.21954,1
14.7,3,94.8886,90.7018,-17.4486,-10.5081,1.5,8,1
14.7,4,173.514,94.0225,-6.67257,21.9115,0.9,5.5,1
14.72,1,364.12,170.88,-18,36,1,6,1
14.72,2,222.991,17.9295,7.72727,-11.4545,2.2,9.21954,1
14.72,3,94.5397,90.4917,-17.4486,-10.5081,1.5,8,1
14.72,4,173.38,94.4607,-6.67257,21.9115,0.9,5.5,1
14.74,1,363.76,171.6,-18,36,1,6,1
14.74,2,223.145,17.7005,7.72727,-11.4545,2.2,9.21954,1
14.74,3,94.1907,90.2815,-17.4486,-10.5081,1.5,8,1
14.74,4,173.247,94.5,-6.67257,-13.1469,0.9,5.5,1
14.76,1,363.4,172.32,-18,36,1,6,1
14.76,2,223.3,17.4714,7.72727,-11.4545,2.2,9.21954,1
14.76,3,93.8417,90.0714,-17.4486,-10.5081,1.5,8,1
14.76,4,173.113,94.2371,-6.67257,-13.1469,0.9,5.5,1
14.78,1,363.04,173.04,-18,36,1,6,1
14.78,2,223.455,17.2423,7.72727,-11.4545,2.2,9.21954,1
14.78,3,93.4928,89.8612,-17.4486,-10.5081,1.5,8,1
14.78,4,172.98,93.9741,-6.67257,-13.1469,0.9,5.5,1
14.8,1,362.68,173.76,-18,36,1,6,1
14.8,2,223.609,17.0132,7.72727,-11.4545,2.2,9.21954,1
14.8,3,93.1438,89.651,-17.4486,-10.5081,1.5,8,1
14.8,4,172.847,93.7112,-6.67257,-13.1469,0.9,5.5,1
14.82,1,362.32,174.48,-18,36,1,6,1
14.82,2,223.764,16.7841,7.72727,-11.4545,2.2,9.21954,1
14.82,3,92.7948,89.4409,-17.4486,-10.5081,1.5,8,1
14.82,4,172.713,93.4482,-6.67257,-13.1469,0.9,5.5,1
14.84,1,361.96,175.2,-18,36,1,6,1
14.84,2,223.918,16.555,7.72727,-11.4545,2.2,9.21954,1
14.84,3,92.4458,89.2307,-17.4486,-10.5081,1.5,8,1
14.84,4,172.58,93.1853,-6.67257,-13.1469,0.9,5.5,1
14.86,1,361.6,175.92,-18,36,1,6,1
14.86,2,224.073,16.3259,7.72727,-11.4545,2.2,9.21954,1
14.86,3,92.0969,89.0205,-17.4486,-10.5081,1.5,8,1
14.86,4,172.446,92.9224,-6.67257,-13.1469,0.9,5.5,1
14.88,1,361.24,176.64,-18,36,1,6,1
14.88,2,224.227,16.0968,7.72727,-11.4545,2.2,9.21954,1
14.88,3,91.7479,88.8104,-17.4486,-10.5081,1.5,8,1
14.88,4,172.313,92.6594,-6.67257,-13.1469,0.9,5.5,1
14.9,1,360.88,177.36,-18,36,1,6,1
14.9,2,224.382,15.8677,7.72727,-11.4545,2.2,9.21954,1
14.9,3,91.3989,88.6002,-17.4486,-10.5081,1.5,8,1
14.9,4,172.179,92.3965,-6.67257,-13.1469,0.9,5.5,1
14.92,1,360.52,178.08,-18,36,1,6,1
14.92,2,224.536,15.6386,7.72727,-11.4545,2.2,9.21954,1
14.92,3,91.0499,88.3901,-17.4486,-10.5081,1.5,8,1
14.92,4,172.046,92.1336,-6.67257,-13.1469,0.9,5.5,1
14.94,1,360.16,178.8,-18,36,1,6,1
14.94,2,224.691,15.4095,7.72727,-11.4545,2.2,9.21954,1
14.94,3,90.701,88.1799,-17.4486,-10.5081,1.5,8,1
14.94,4,171.912,91.8706,-6.67257,-13.1469,0.9,5.5,1
14.96,1,359.8,179.52,-18,36,1,6,1
14.96,2,224.845,15.1805,7.72727,-11.4545,2.2,9.21954,1
14.96,3,90.352,87.9697,-17.4486,-10.5081,1.5,8,1
14.96,4,171.779,91.6077,-6.67257,-13.1469,0.9,5.5,1
14.98,1,359.44,180.24,-18,36,1,6,1
14.98,2,225,14.9514,7.72727,-11.4545,2.2,9.21954,1
14.98,3,90.003,87.7596,-17.4486,-10.5081,1.5,8,1
14.98,4,171.645,91.3447,-6.67257,-13.1469,0.9,5.5,1
15,1,359.08,180.96,-18,36,1,6,1
15,2,225.155,14.7223,7.72727,-11.4545,2.2,9.21954,1
15,3,89.6541,87.5494,-17.4486,-10.5081,1.5,8,1
15,4,171.512,91.0818,-6.67257,-13.1469,0.9,5.5,1
