time,id,x,y,vx,vy,mass,radius,alive
5.94,3,49.8766,182.753,-29.0811,-10.5081,1.5,8,1
5.94,4,231.965,108.532,-6.67257,-21.9115,0.9,5.5,1
5.96,1,229.4,180,30,-60,1,6,1
5.96,2,155.3,45.1105,7.72727,19.0909,2.2,9.21954,1
5.96,3,49.295,182.543,-29.0811,-10.5081,1.5,8,1
5.96,4,231.832,108.094,-6.67257,-21.9115,0.9,5.5,1
5.98,1,230,178.8,30,-60,1,6,1
5.98,2,155.455,45.4923,7.72727,19.0909,2.2,9.21954,1
5.98,3,48.7134,182.333,-29.0811,-10.5081,1.5,8,1
5.98,4,231.699,107.656,-6.67257,-21.9115,0.9,5.5,1
6,1,230.6,177.6,30,-60,1,6,1
6,2,155.609,45.8741,7.72727,19.0909,2.2,9.21954,1
6,3,48.1318,182.122,-29.0811,-10.5081,1.5,8,1
6,4,231.565,107.217,-6.67257,-21.9115,0.9,5.5,1
6.02,1,231.2,176.4,30,-60,1,6,1
6.02,2,155.764,46.2559,7.72727,19.0909,2.2,9.21954,1
6.02,3,47.5501,181.912,-29.0811,-10.5081,1.5,8,1
6.02,4,231.432,106.779,-6.67257,-21.9115,0.9,5.5,1
6.04,1,231.8,175.2,30,-60,1,6,1
6.04,2,155.918,46.6377,7.72727,19.0909,2.2,9.21954,1
6.04,3,46.9685,181.702,-29.0811,-10.5081,1.5,8,1
6.04,4,231.298,106.341,-6.67257,-21.9115,0.9,5.5,1
6.06,1,232.4,174,30,-60,1,6,1
6.06,2,156.073,47.0195,7.72727,19.0909,2.2,9.21954,1
6.06,3,46.3869,181.492,-29.0811,-10.5081,1.5,8,1
6.06,4,231.165,105.903,-6.67257,-21.9115,0.9,5.5,1
6.08,1,233,172.8,30,-60,1,6,1
6.08,2,156.227,47.4014,7.72727,19.0909,2.2,9.21954,1
6.08,3,45.8053,181.282,-29.0811,-10.5081,1.5,8,1
6.08,4,231.031,105.464,-6.67257,-21.9115,0.9,5.5,1
6.1,1,233.6,171.6,30,-60,1,6,1
6.1,2,156.382,47.7832,7.72727,19.0909,2.2,9.21954,1
6.1,3,45.2237,181.072,-29.0811,-10.5081,1.5,8,1
6.1,4,230.898,105.026,-6.67257,-21.9115,0.9,5.5,1
6.12,1,234.2,170.4,30,-60,1,6,1
6.12,2,156.536,48.165,7.72727,19.0909,2.2,9.21954,1
6.12,3,44.642,180.861,-29.0811,-10.5081,1.5,8,1
6.12,4,230.764,104.588,-6.67257,-21.9115,0.9,5.5,1
6.14,1,234.8,169.2,30,-60,1,6,1
6.14,2,156.691,48.5468,7.72727,19.0909,2.2,9.21954,1
6.14,3,44.0604,180.651,-29.0811,-10.5081,1.5,8,1
6.14,4,230.631,104.15,-6.67257,-21.9115,0.9,5.5,1
6.16,1,235.4,168,30,-60,1,6,1
6.16,2,156.845,48.9286,7.72727,19.0909,2.2,9.21954,1
6.16,3,43.4788,180.441,-29.0811,-10.5081,1.5,8,1
6.16,4,230.498,103.711,-6.67257,-21.9115,0.9,5.5,1
6.18,1,236,166.8,30,-60,1,6,1
6.18,2,157,49.3105,7.72727,19.0909,2.2,9.21954,1
6.18,3,42.8972,180.231,-29.0811,-10.5081,1.5,8,1
6.18,4,230.364,103.273,-6.67257,-21.9115,0.9,5.5,1
6.2,1,236.6,165.6,30,-60,1,6,1
6.2,2,157.155,49.6923,7.72727,19.0909,2.2,9.21954,1
6.2,3,42.3155,180.021,-29.0811,-10.5081,1.5,8,1
6.2,4,230.231,102.835,-6.67257,-21.9115,0.9,5.5,1
6.22,1,237.2,164.4,30,-60,1,6,1
6.22,2,157.309,50.0741,7.72727,19.0909,2.2,9.21954,1
6.22,3,41.7339,179.811,-29.0811,-10.5081,1.5,8,1
6.22,4,230.097,102.397,-6.67257,-21.9115,0.9,5.5,1
6.24,1,237.8,163.2,30,-60,1,6,1
6.24,2,157.464,50.4559,7.72727,19.0909,2.2,9.21954,1
6.24,3,41.1523,179.6,-29.0811,-10.5081,1.5,8,1
6.24,4,229.964,101.959,-6.67257,-21.9115,0.9,5.5,1
6.26,1,238.4,162,30,-60,1,6,1
6.26,2,157.618,50.8377,7.72727,19.0909,2.2,9.21954,1
6.26,3,40.5707,179.39,-29.0811,-10.5081,1.5,8,1
6.26,4,229.83,101.52,-6.67257,-21.9115,0.9,5.5,1
6.28,1,239,160.8,30,-60,1,6,1
6.28,2,157.773,51.2195,7.72727,19.0909,2.2,9.21954,1
6.28,3,39.9891,179.18,-29.0811,-10.5081,1.5,8,1
6.28,4,229.697,101.082,-6.67257,-21.9115,0.9,5.5,1
6.3,1,239.6,159.6,30,-60,1,6,1
6.3,2,157.927,51.6014,7.72727,19.0909,2.2,9.21954,1
6.3,3,39.4074,178.97,-29.0811,-10.5081,1.5,8,1
6.3,4,229.563,100.644,-6.67257,-21.9115,0.9,5.5,1
6.32,1,240.2,158.4,30,-60,1,6,1
6.32,2,158.082,51.9832,7.72727,19.0909,2.2,9.21954,1
6.32,3,38.8258,178.76,-29.0811,-10.5081,1.5,8,1
6.32,4,229.43,100.206,-6.67257,-21.9115,0.9,5.5,1
6.34,1,240.8,157.2,30,-60,1,6,1
6.34,2,158.236,52.365,7.72727,19.0909,2.2,9.21954,1
6.34,3,38.2442,178.55,-29.0811,-10.5081,1.5,8,1
6.34,4,229.296,99.7674,-6.67257,-21.9115,0.9,5.5,1
6.36,1,241.4,156,30,-60,1,6,1
6.36,2,158.391,52.7468,7.72727,19.0909,2.2,9.21954,1
6.36,3,37.6626,178.339,-29.0811,-10.5081,1.5,8,1
6.36,4,229.163,99.3291,-6.67257,-21.9115,0.9,5.5,1
6.38,1,242,154.8,30,-60,1,6,1
6.38,2,158.545,53.1286,7.72727,19.0909,2.2,9.21954,1
6.38,3,37.0809,178.129,-29.0811,-10.5081,1.5,8,1
6.38,4,229.03,98.8909,-6.67257,-21.9115,0.9,5.5,1
6.4,1,242.6,153.6,30,-60,1,6,1
6.4,2,158.7,53.5105,7.72727,19.0909,2.2,9.21954,1
6.4,3,36.4993,177.919,-29.0811,-10.5081,1.5,8,1
6.4,4,228.896,98.4527,-6.67257,-21.9115,0.9,5.5,1
6.42,1,243.2,152.4,30,-60,1,6,1
6.42,2,158.855,53.8923,7.72727,19.0909,2.2,9.21954,1
6.42,3,35.9177,177.709,-29.0811,-10.5081,1.5,8,1
6.42,4,228.763,98.0145,-6.67257,-21.9115,0.9,5.5,1
6.44,1,243.8,151.2,30,-60,1,6,1
6.44,2,159.009,54.2741,7.72727,19.0909,2.2,9.21954,1
6.44,3,35.3361,177.499,-29.0811,-10.5081,1.5,8,1
6.44,4,228.629,97.5762,-6.67257,-21.9115,0.9,5.5,1
6.46,1,244.4,150,30,-60,1,6,1
6.46,2,159.164,54.6559,7.72727,19.0909,2.2,9.21954,1
6.46,3,34.7545,177.289,-29.0811,-10.5081,1.5,8,1
6.46,4,228.496,97.138,-6.67257,-21.9115,0.9,5.5,1
6.48,1,245,148.8,30,-60,1,6,1
6.48,2,159.318,55.0377,7.72727,19.0909,2.2,9.21954,1
6.48,3,34.1728,177.078,-29.0811,-10.5081,1.5,8,1
6.48,4,228.362,96.6998,-6.67257,-21.9115,0.9,5.5,1
6.5,1,245.6,147.6,30,-60,1,6,1
6.5,2,159.473,55.4195,7.72727,19.0909,2.2,9.21954,1
6.5,3,33.5912,176.868,-29.0811,-10.5081,1.5,8,1
6.5,4,228.229,96.2615,-6.67257,-21.9115,0.9,5.5,1
6.52,1,246.2,146.4,30,-60,1,6,1
6.52,2,159.627,55.8014,7.72727,19.0909,2.2,9.21954,1
6.52,3,33.0096,176.658,-29.0811,-10.5081,1.5,8,1
6.52,4,228.095,95.8233,-6.67257,-21.9115,0.9,5.5,1
6.54,1,246.8,145.2,30,-60,1,6,1
6.54,2,159.782,56.1832,7.72727,19.0909,2.2,9.21954,1
6.54,3,32.428,176.448,-29.0811,-10.5081,1.5,8,1
6.54,4,227.962,95.3851,-6.67257,-21.9115,0.9,5.5,1
6.56,1,247.4,144,30,-60,1,6,1
6.56,2,159.936,56.565,7.72727,19.0909,2.2,9.21954,1
6.56,3,31.8464,176.238,-29.0811,-10.5081,1.5,8,1
6.56,4,227.828,94.9468,-6.67257,-21.9115,0.9,5.5,1
6.58,1,248,142.8,30,-60,1,6,1
6.58,2,160.091,56.9468,7.72727,19.0909,2.2,9.21954,1
6.58,3,31.2647,176.028,-29.0811,-10.5081,1.5,8,1
6.58,4,227.695,94.5086,-6.67257,-21.9115,0.9,5.5,1
6.6,1,248.6,141.6,30,-60,1,6,1
6.6,2,160.245,57.3286,7.72727,19.0909,2.2,9.21954,1
6.6,3,30.6831,175.818,-29.0811,-10.5081,1.5,8,1
6.6,4,227.562,94.0704,-6.67257,-21.9115,0.9,5.5,1
6.62,1,249.2,140.4,30,-60,1,6,1
6.62,2,160.4,57.7105,7.72727,19.0909,2.2,9.21954,1
6.62,3,30.1015,175.607,-29.0811,-10.5081,1.5,8,1
6.62,4,227.428,93.6322,-6.67257,-21.9115,0.9,5.5,1
6.64,1,249.8,139.2,30,-60,1,6,1
6.64,2,160.555,58.0923,7.72727,19.0909,2.2,9.21954,1
6.64,3,29.5199,175.397,-29.0811,-10.5081,1.5,8,1
6.64,4,227.295,93.1939,-6.67257,-21.9115,0.9,5.5,1
6.66,1,250.4,138,30,-60,1,6,1
6.66,2,160.709,58.4741,7.72727,19.0909,2.2,9.21954,1
6.66,3,28.9382,175.187,-29.0811,-10.5081,1.5,8,1
6.66,4,227.161,92.7557,-6.67257,-21.9115,0.9,5.5,1
6.68,1,251,136.8,30,-60,1,6,1
6.68,2,160.864,58.8559,7.72727,19.0909,2.2,9.21954,1
6.68,3,28.3566,174.977,-29.0811,-10.5081,1.5,8,1
6.68,4,227.028,92.3175,-6.67257,-21.9115,0.9,5.5,1
6.7,1,251.6,135.6,30,-60,1,6,1
6.7,2,161.018,59.2377,7.72727,19.0909,2.2,9.21954,1
6.7,3,27.775,174.767,-29.0811,-10.5081,1.5,8,1
6.7,4,226.894,91.8792,-6.67257,-21.9115,0.9,5.5,1
6.72,1,252.2,134.4,30,-60,1,6,1
6.72,2,161.173,59.6195,7.72727,19.0909,2.2,9.21954,1
6.72,3,27.1934,174.557,-29.0811,-10.5081,1.5,8,1
6.72,4,226.761,91.441,-6.67257,-21.9115,0.9,5.5,1
6.74,1,252.8,133.2,30,-60,1,6,1
6.74,2,161.327,60.0014,7.72727,19.0909,2.2,9.21954,1
6.74,3,26.6118,174.346,-29.0811,-10.5081,1.5,8,1
6.74,4,226.627,91.0028,-6.67257,-21.9115,0.9,5.5,1
6.76,1,253.4,132,30,-60,1,6,1
6.76,2,161.482,60.3832,7.72727,19.0909,2.2,9.21954,1
6.76,3,26.0301,174.136,-29.0811,-10.5081,1.5,8,1
6.76,4,226.494,90.5645,-6.67257,-21.9115,0.9,5.5,1
6.78,1,254,130.8,30,-60,1,6,1
6.78,2,161.636,60.765,7.72727,19.0909,2.2,9.21954,1
6.78,3,25.4485,173.926,-29.0811,-10.5081,1.5,8,1
6.78,4,226.361,90.1263,-6.67257,-21.9115,0.9,5.5,1
6.8,1,254.6,129.6,30,-60,1,6,1
6.8,2,161.791,61.1468,7.72727,19.0909,2.2,9.21954,1
6.8,3,24.8669,173.716,-29.0811,-10.5081,1.5,8,1
6.8,4,226.227,89.6881,-6.67257,-21.9115,0.9,5.5,1
6.82,1,255.2,128.4,30,-60,1,6,1
6.82,2,161.945,61.5286,7.72727,19.0909,2.2,9.21954,1
6.82,3,24.2853,173.506,-29.0811,-10.5081,1.5,8,1
6.82,4,226.094,89.2499,-6.67257,-21.9115,0.9,5.5,1
6.84,1,255.8,127.2,30,-60,1,6,1
6.84,2,162.1,61.9105,7.72727,19.0909,2.2,9.21954,1
6.84,3,23.7037,173.296,-29.0811,-10.5081,1.5,8,1
6.84,4,225.96,88.8116,-6.67257,-21.9115,0.9,5.5,1
6.86,1,256.4,126,30,-60,1,6,1
6.86,2,162.255,62.2923,7.72727,19.0909,2.2,9.21954,1
6.86,3,23.122,173.085,-29.0811,-10.5081,1.5,8,1
6.86,4,225.827,88.3734,-6.67257,-21.9115,0.9,5.5,1
6.88,1,257,124.8,30,-60,1,6,1
6.88,2,162.409,62.6741,7.72727,19.0909,2.2,9.21954,1
6.88,3,22.5404,172.875,-29.0811,-10.5081,1.5,8,1
6.88,4,225.693,87.9352,-6.67257,-21.9115,0.9,5.5,1
6.9,1,257.6,123.6,30,-60,1,6,1
6.9,2,162.564,63.0559,7.72727,19.0909,2.2,9.21954,1
6.9,3,21.9588,172.665,-29.0811,-10.5081,1.5,8,1
6.9,4,225.56,87.4969,-6.67257,-21.9115,0.9,5.5,1
6.92,1,258.2,122.4,30,-60,1,6,1
6.92,2,162.718,63.4377,7.72727,19.0909,2.2,9.21954,1
6.92,3,21.3772,172.455,-29.0811,-10.5081,1.5,8,1
6.92,4,225.426,87.0587,-6.67257,-21.9115,0.9,5.5,1
6.94,1,258.8,121.2,30,-60,1,6,1
6.94,2,162.873,63.8195,7.72727,19.0909,2.2,9.21954,1
6.94,3,20.7955,172.245,-29.0811,-10.5081,1.5,8,1
6.94,4,225.293,86.6205,-6.67257,-21.9115,0.9,5.5,1
6.96,1,259.4,120,30,-60,1,6,1
6.96,2,163.027,64.2014,7.72727,19.0909,2.2,9.21954,1
6.96,3,20.2139,172.035,-29.0811,-10.5081,1.5,8,1
6.96,4,225.159,86.1822,-6.67257,-21.9115,0.9,5.5,1
6.98,1,260,118.8,30,-60,1,6,1
6.98,2,163.182,64.5832,7.72727,19.0909,2.2,9.21954,1
6.98,3,19.6323,171.824,-29.0811,-10.5081,1.5,8,1
6.98,4,225.026,85.744,-6.67257,-21.9115,0.9,5.5,1
7,1,260.6,117.6,30,-60,1,6,1
7,2,163.336,64.965,7.72727,19.0909,2.2,9.21954,1
7,3,19.0507,171.614,-29.0811,-10.5081,1.5,8,1
7,4,224.893,85.3058,-6.67257,-21.9115,0.9,5.5,1
7.02,1,261.2,116.4,30,-60,1,6,1
7.02,2,163.491,65.3468,7.72727,19.0909,2.2,9.21954,1
7.02,3,18.4691,171.404,-29.0811,-10.5081,1.5,8,1
7.02,4,224.759,84.8676,-6.67257,-21.9115,0.9,5.5,1
7.04,1,261.8,115.2,30,-60,1,6,1
7.04,2,163.645,65.7286,7.72727,19.0909,2.2,9.21954,1
7.04,3,17.8874,171.194,-29.0811,-10.5081,1.5,8,1
7.04,4,224.626,84.4293,-6.67257,-21.9115,0.9,5.5,1
7.06,1,262.4,114,30,-60,1,6,1
7.06,2,163.8,66.1105,7.72727,19.0909,2.2,9.21954,1
7.06,3,17.3058,170.984,-29.0811,-10.5081,1.5,8,1
7.06,4,224.492,83.9911,-6.67257,-21.9115,0.9,5.5,1
7.08,1,263,112.8,30,-60,1,6,1
7.08,2,163.955,66.4923,7.72727,19.0909,2.2,9.21954,1
7.08,3,16.7242,170.774,-29.0811,-10.5081,1.5,8,1
7.08,4,224.359,83.5529,-6.67257,-21.9115,0.9,5.5,1
7.1,1,263.6,111.6,30,-60,1,6,1
7.1,2,164.109,66.8741,7.72727,19.0909,2.2,9.21954,1
7.1,3,16.1426,170.563,-29.0811,-10.5081,1.5,8,1
7.1,4,224.225,83.1146,-6.67257,-21.9115,0.9,5.5,1
7.12,1,264.2,110.4,30,-60,1,6,1
7.12,2,164.264,67.2559,7.72727,19.0909,2.2,9.21954,1
7.12,3,15.5609,170.353,-29.0811,-10.5081,1.5,8,1
7.12,4,224.092,82.6764,-6.67257,-21.9115,0.9,5.5,1
7.14,1,264.8,109.2,30,-60,1,6,1
7.14,2,164.418,67.6377,7.72727,19.0909,2.2,9.21954,1
7.14,3,14.9793,170.143,-29.0811,-10.5081,1.5,8,1
7.14,4,223.958,82.2382,-6.67257,-21.9115,0.9,5.5,1
7.16,1,265.4,108,30,-60,1,6,1
7.16,2,164.573,68.0195,7.72727,19.0909,2.2,9.21954,1
7.16,3,14.3977,169.933,-29.0811,-10.5081,1.5,8,1
7.16,4,223.825,81.7999,-6.67257,-21.9115,0.9,5.5,1
7.18,1,266,106.8,30,-60,1,6,1
7.18,2,164.727,68.4014,7.72727,19.0909,2.2,9.21954,1
7.18,3,13.8161,169.723,-29.0811,-10.5081,1.5,8,1
7.18,4,223.691,81.3617,-6.67257,-21.9115,0.9,5.5,1
7.2,1,266.6,105.6,30,-60,1,6,1
7.2,2,164.882,68.7832,7.72727,19.0909,2.2,9.21954,1
7.2,3,13.2345,169.513,-29.0811,-10.5081,1.5,8,1
7.2,4,223.558,80.9235,-6.67257,-21.9115,0.9,5.5,1
7.22,1,267.2,104.4,30,-60,1,6,1
7.22,2,165.036,69.165,7.72727,19.0909,2.2,9.21954,1
7.22,3,12.6528,169.302,-29.0811,-10.5081,1.5,8,1
7.22,4,223.425,80.4853,-6.67257,-21.9115,0.9,5.5,1
7.24,1,267.8,103.2,30,-60,1,6,1
7.24,2,165.191,69.5468,7.72727,19.0909,2.2,9.21954,1
7.24,3,12.0712,169.092,-29.0811,-10.5081,1.5,8,1
7.24,4,223.291,80.047,-6.67257,-21.9115,0.9,5.5,1
7.26,1,268.4,102,30,-60,1,6,1
7.26,2,165.345,69.9286,7.72727,19.0909,2.2,9.21954,1
7.26,3,11.4896,168.882,-29.0811,-10.5081,1.5,8,1
7.26,4,223.158,79.6088,-6.67257,-21.9115,0.9,5.5,1
7.28,1,269,100.8,30,-60,1,6,1
7.28,2,165.5,70.3105,7.72727,19.0909,2.2,9.21954,1
7.28,3,10.908,168.672,-29.0811,-10.5081,1.5,8,1
7.28,4,223.024,79.1706,-6.67257,-21.9115,0.9,5.5,1
7.3,1,269.6,99.6,30,-60,1,6,1
7.3,2,165.655,70.6923,7.72727,19.0909,2.2,9.21954,1
7.3,3,10.3264,168.462,-29.0811,-10.5081,1.5,8,1
7.3,4,222.891,78.7323,-6.67257,-21.9115,0.9,5.5,1
7.32,1,270.2,98.4,30,-60,1,6,1
7.32,2,165.809,71.0741,7.72727,19.0909,2.2,9.21954,1
7.32,3,9.74473,168.252,-29.0811,-10.5081,1.5,8,1
7.32,4,222.757,78.2941,-6.67257,-21.9115,0.9,5.5,1
7.34,1,270.8,97.2,30,-60,1,6,1
7.34,2,165.964,71.4559,7.72727,19.0909,2.2,9.21954,1
7.34,3,9.16311,168.042,-29.0811,-10.5081,1.5,8,1
7.34,4,222.624,77.8559,-6.67257,-21.9115,0.9,5.5,1
7.36,1,271.4,96,30,-60,1,6,1
7.36,2,166.118,71.8377,7.72727,19.0909,2.2,9.21954,1
7.36,3,8.58149,167.831,-29.0811,-10.5081,1.5,8,1
7.36,4,222.49,77.4176,-6.67257,-21.9115,0.9,5.5,1
7.38,1,272,94.8,30,-60,1,6,1
7.38,2,166.273,72.2195,7.72727,19.0909,2.2,9.21954,1
7.38,3,8,167.621,29.0811,-10.5081,1.5,8,1
7.38,4,222.357,76.9794,-6.67257,-21.9115,0.9,5.5,1
7.4,1,272.6,93.6,30,-60,1,6,1
7.4,2,166.427,72.6014,7.72727,19.0909,2.2,9.21954,1
7.4,3,8.58162,167.411,29.0811,-10.5081,1.5,8,1
7.4,4,222.224,76.5412,-6.67257,-21.9115,0.9,5.5,1
7.42,1,273.2,92.4,30,-60,1,6,1
7.42,2,166.582,72.9832,7.72727,19.0909,2.2,9.21954,1
7.42,3,9.16324,167.201,29.0811,-10.5081,1.5,8,1
7.42,4,222.09,76.103,-6.67257,-21.9115,0.9,5.5,1
7.44,1,273.8,91.2,30,-60,1,6,1
7.44,2,166.736,73.365,7.72727,19.0909,2.2,9.21954,1
7.44,3,9.74486,166.991,29.0811,-10.5081,1.5,8,1
7.44,4,221.957,75.6647,-6.67257,-21.9115,0.9,5.5,1
7.46,1,274.4,90,30,-60,1,6,1
7.46,2,166.891,73.7468,7.72727,19.0909,2.2,9.21954,1
7.46,3,10.3265,166.781,29.0811,-10.5081,1.5,8,1
7.46,4,221.823,75.2265,-6.67257,-21.9115,0.9,5.5,1
7.48,1,275,88.8,30,-60,1,6,1
7.48,2,167.045,74.1286,7.72727,19.0909,2.2,9.21954,1
7.48,3,10.9081,166.57,29.0811,-10.5081,1.5,8,1
7.48,4,221.69,74.7883,-6.67257,-21.9115,0.9,5.5,1
7.5,1,275.6,87.6,30,-60,1,6,1
7.5,2,167.2,74.5105,7.72727,19.0909,2.2,9.21954,1
7.5,3,11.4897,166.36,29.0811,-10.5081,1.5,8,1
7.5,4,221.556,74.35,-6.67257,-21.9115,0.9,5.5,1
7.52,1,276.2,86.4,30,-60,1,6,1
7.52,2,167.355,74.8923,7.72727,19.0909,2.2,9.21954,1
7.52,3,12.0714,166.15,29.0811,-10.5081,1.5,8,1
7.52,4,221.423,73.9118,-6.67257,-21.9115,0.9,5.5,1
7.54,1,276.8,85.2,30,-60,1,6,1
7.54,2,167.509,75.2741,7.72727,19.0909,2.2,9.21954,1
7.54,3,12.653,165.94,29.0811,-10.5081,1.5,8,1
7.54,4,221.289,73.4736,-6.67257,-21.9115,0.9,5.5,1
7.56,1,277.4,84,30,-60,1,6,1
7.56,2,167.664,75.6559,7.72727,19.0909,2.2,9.21954,1
7.56,3,13.2346,165.73,29.0811,-10.5081,1.5,8,1
7.56,4,221.156,73.0353,-6.67257,-21.9115,0.9,5.5,1
7.58,1,278,82.8,30,-60,1,6,1
7.58,2,167.818,76.0377,7.72727,19.0909,2.2,9.21954,1
7.58,3,13.8162,165.52,29.0811,-10.5081,1.5,8,1
7.58,4,221.022,72.5971,-6.67257,-21.9115,0.9,5.5,1
7.6,1,278.6,81.6,30,-60,1,6,1
7.6,2,167.973,76.4195,7.72727,19.0909,2.2,9.21954,1
7.6,3,14.3978,165.309,29.0811,-10.5081,1.5,8,1
7.6,4,220.889,72.1589,-6.67257,-21.9115,0.9,5.5,1
7.62,1,279.2,80.4,30,-60,1,6,1
7.62,2,168.127,76.8014,7.72727,19.0909,2.2,9.21954,1
7.62,3,14.9795,165.099,29.0811,-10.5081,1.5,8,1
7.62,4,220.756,71.7207,-6.67257,-21.9115,0.9,5.5,1
7.64,1,279.8,79.2,30,-60,1,6,1
7.64,2,168.282,77.1832,7.72727,19.0909,2.2,9.21954,1
7.64,3,15.5611,164.889,29.0811,-10.5081,1.5,8,1
7.64,4,220.622,71.2824,-6.67257,-21.9115,0.9,5.5,1
7.66,1,280.4,78,30,-60,1,6,1
7.66,2,168.436,77.565,7.72727,19.0909,2.2,9.21954,1
7.66,3,16.1427,164.679,29.0811,-10.5081,1.5,8,1
7.66,4,220.489,70.8442,-6.67257,-21.9115,0.9,5.5,1
7.68,1,281,76.8,30,-60,1,6,1
7.68,2,168.591,77.9468,7.72727,19.0909,2.2,9.21954,1
7.68,3,16.7243,164.469,29.0811,-10.5081,1.5,8,1
7.68,4,220.355,70.406,-6.67257,-21.9115,0.9,5.5,1
7.7,1,281.6,75.6,30,-60,1,6,1
7.7,2,168.745,78.3286,7.72727,19.0909,2.2,9.21954,1
7.7,3,17.3059,164.259,29.0811,-10.5081,1.5,8,1
7.7,4,220.222,69.9677,-6.67257,-21.9115,0.9,5.5,1
7.72,1,282.2,74.4,30,-60,1,6,1
7.72,2,168.9,78.7105,7.72727,19.0909,2.2,9.21954,1
7.72,3,17.8876,164.048,29.0811,-10.5081,1.5,8,1
7.72,4,220.088,69.5295,-6.67257,-21.9115,0.9,5.5,1
7.74,1,282.8,73.2,30,-60,1,6,1
7.74,2,169.055,79.0923,7.72727,19.0909,2.2,9.21954,1
7.74,3,18.4692,163.838,29.0811,-10.5081,1.5,8,1
7.74,4,219.955,69.0913,-6.67257,-21.9115,0.9,5.5,1
7.76,1,283.4,72,30,-60,1,6,1
7.76,2,169.209,79.4741,7.72727,19.0909,2.2,9.21954,1
7.76,3,19.0508,163.628,29.0811,-10.5081,1.5,8,1
7.76,4,219.821,68.653,-6.67257,-21.9115,0.9,5.5,1
7.78,1,284,70.8,30,-60,1,6,1
7.78,2,169.364,79.8559,7.72727,19.0909,2.2,9.21954,1
7.78,3,19.6324,163.418,29.0811,-10.5081,1.5,8,1
7.78,4,219.688,68.2148,-6.67257,-21.9115,0.9,5.5,1
7.8,1,284.6,69.6,30,-60,1,6,1
7.8,2,169.518,80.2377,7.72727,19.0909,2.2,9.21954,1
7.8,3,20.2141,163.208,29.0811,-10.5081,1.5,8,1
7.8,4,219.555,67.7766,-6.67257,-21.9115,0.9,5.5,1
7.82,1,285.2,68.4,30,-60,1,6,1
7.82,2,169.673,80.6195,7.72727,19.0909,2.2,9.21954,1
7.82,3,20.7957,162.998,29.0811,-10.5081,1.5,8,1
7.82,4,219.421,67.3384,-6.67257,-21.9115,0.9,5.5,1
7.84,1,285.8,67.2,30,-60,1,6,1
7.84,2,169.827,81.0014,7.72727,19.0909,2.2,9.21954,1
7.84,3,21.3773,162.787,29.0811,-10.5081,1.5,8,1
7.84,4,219.288,66.9001,-6.67257,-21.9115,0.9,5.5,1
7.86,1,286.4,66,30,-60,1,6,1
7.86,2,169.982,81.3832,7.72727,19.0909,2.2,9.21954,1
7.86,3,21.9589,162.577,29.0811,-10.5081,1.5,8,1
7.86,4,219.154,66.4619,-6.67257,-21.9115,0.9,5.5,1
7.88,1,287,64.8,30,-60,1,6,1
7.88,2,170.136,81.765,7.72727,19.0909,2.2,9.21954,1
7.88,3,22.5405,162.367,29.0811,-10.5081,1.5,8,1
7.88,4,219.021,66.0237,-6.67257,-21.9115,0.9,5.5,1
7.9,1,287.6,63.6,30,-60,1,6,1
7.9,2,170.291,82.1468,7.72727,19.0909,2.2,9.21954,1
7.9,3,23.1222,162.157,29.0811,-10.5081,1.5,8,1
7.9,4,218.887,65.5854,-6.67257,-21.9115,0.9,5.5,1
7.92,1,288.2,62.4,30,-60,1,6,1
7.92,2,170.445,82.5286,7.72727,19.0909,2.2,9.21954,1
7.92,3,23.7038,161.947,29.0811,-10.5081,1.5,8,1
7.92,4,218.754,65.1472,-6.67257,-21.9115,0.9,5.5,1
7.94,1,288.8,61.2,30,-60,1,6,1
7.94,2,170.6,82.9105,7.72727,19.0909,2.2,9.21954,1
7.94,3,24.2854,161.737,29.0811,-10.5081,1.5,8,1
7.94,4,218.62,64.709,-6.67257,-21.9115,0.9,5.5,1
7.96,1,289.4,60,30,-60,1,6,1
7.96,2,170.755,83.2923,7.72727,19.0909,2.2,9.21954,1
7.96,3,24.867,161.526,29.0811,-10.5081,1.5,8,1
7.96,4,218.487,64.2707,-6.67257,-21.9115,0.9,5.5,1
7.98,1,290,58.8,30,-60,1,6,1
7.98,2,170.909,83.6741,7.72727,19.0909,2.2,9.21954,1
7.98,3,25.4486,161.316,29.0811,-10.5081,1.5,8,1
7.98,4,218.353,63.8325,-6.67257,-21.9115,0.9,5.5,1
8,1,290.6,57.6,30,-60,1,6,1
8,2,171.064,84.0559,7.72727,19.0909,2.2,9.21954,1
8,3,26.0303,161.106,29.0811,-10.5081,1.5,8,1
8,4,218.22,63.3943,-6.67257,-21.9115,0.9,5.5,1
8.02,1,291.2,56.4,30,-60,1,6,1
8.02,2,171.218,84.4377,7.72727,19.0909,2.2,9.21954,1
8.02,3,26.6119,160.896,29.0811,-10.5081,1.5,8,1
8.02,4,218.087,62.956,-6.67257,-21.9115,0.9,5.5,1
8.04,1,291.8,55.2,30,-60,1,6,1
8.04,2,171.373,84.8195,7.72727,19.0909,2.2,9.21954,1
8.04,3,27.1935,160.686,29.0811,-10.5081,1.5,8,1
8.04,4,217.953,62.5178,-6.67257,-21.9115,0.9,5.5,1
8.06,1,292.4,54,30,-60,1,6,1
8.06,2,171.527,85.2014,7.72727,19.0909,2.2,9.21954,1
8.06,3,27.7751,160.476,29.0811,-10.5081,1.5,8,1
8.06,4,217.82,62.0796,-6.67257,-21.9115,0.9,5.5,1
